r,fft-rs,paw-rs
0.7,6.552030029638445e-10,0.00017069020438587046
0.7999999999999999,6.682965292270637e-10,0.00023431729605460916
0.8999999999999999,6.865192858640512e-10,0.00022205948400866315
1.0,6.969136379098018e-10,0.00016827840277855444
1.1,7.036917715197433e-10,0.00010745595011391051
1.2,7.150640080055837e-10,5.940036276502747e-05
1.3,7.245040123393665e-10,2.9169426777747587e-05
1.4,7.365539289594381e-10,1.8604355936702177e-05
1.5,7.40976169311125e-10,1.861697069527324e-05
