r,fft-rs,paw-rs
0.7,6.552030029638445e-10,0.000890676109702504
0.7999999999999999,6.682965292270637e-10,0.0013016372471037485
0.8999999999999999,6.865192858640512e-10,0.0012816979080553237
1.0,6.969136379098018e-10,0.0010048502150268313
1.1,7.036913274305334e-10,0.0006638643461182592
1.2,7.150640080055837e-10,0.000380407449077691
1.3,7.245040123393665e-10,0.0001944373198796423
1.4,7.365539289594381e-10,9.707194924565843e-05
1.5,7.409757252219151e-10,6.770674084420614e-05
